Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
485,"485.841","Neisseria gonorrhoeae strain 35325","ciprofloxacin","Resistant","16",,"16","mg/L","MIC",,,,"CLSI",2014,,,,"Laboratory Method",,"25378573"
573,"573.32267","Klebsiella pneumoniae strain G51","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.3459","Neisseria gonorrhoeae ERR1067832","ciprofloxacin",,"0.06",,"0.06","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
573,"573.33956","Klebsiella pneumoniae strain KP12072","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
485,"485.6589","Neisseria gonorrhoeae SRR3360669","ciprofloxacin",,"0.015",,"0.015","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
485,"485.4478","Neisseria gonorrhoeae ERR3201352","ciprofloxacin",,"8",,"8","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.15802","Salmonella enterica SRR1951881","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.3740","Neisseria gonorrhoeae ERR2631724","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.35048","Klebsiella pneumoniae strain NKP28","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
562,"562.23515","Escherichia coli O8:H9 strain ECO1199","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,,,,,,"Laboratory Method",,"28720578"
287,"287.12565","Pseudomonas aeruginosa strain ZG316722","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
573,"573.13198","Klebsiella pneumoniae KPN1207ec","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
287,"287.12632","Pseudomonas aeruginosa strain F2128","ciprofloxacin",,"2",,"2","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
624,"624.2479","Shigella sonnei strain AUSMDU00009990","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
590,"590.13220","Salmonella enterica SRR3057218","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.42794","Escherichia coli strain M38","ciprofloxacin","Resistant","4",">=","4","mg/L","MIC",,"Vitek","Biom�rieux","CLSI",,,,,"Laboratory Method",,
28901,"28901.8269","Salmonella enterica strain 2014AM-1155","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
470,"470.9056","Acinetobacter baumannii strain MRSN480622","ciprofloxacin","Resistant",">=4",">=","4","mg/L","MIC",,,,"CLSI",,,,,,,
573,"573.32094","Klebsiella pneumoniae strain BS76-A","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.57427","Escherichia coli strain W2_5_ERB8","ciprofloxacin","Resistant",,,,,"N206 card on the Vitek 2",,,"bioMérieux","EUCAST",,,,,"Laboratory Method",,"28877757;30550564"
72407,"72407.1410","Klebsiella pneumoniae subsp. pneumoniae strain YmcD1","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
90370,"90370.2740","Salmonella enterica subsp. enterica serovar Typhi strain 311189_292103","ciprofloxacin","Resistant","0.125",,"0.125","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.32377","Klebsiella pneumoniae strain WCHKP090371","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
28901,"28901.9101","Salmonella enterica strain CVM N53837","ciprofloxacin","Susceptible","0.03","==","0.03","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
573,"573.33135","Klebsiella pneumoniae strain NR5256","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
615,"615.264","Serratia marcescens strain gn2464","ciprofloxacin",,"1",,"1","mg/L","MIC",,,,"EUCAST",2016,,,,"Laboratory Method",,"27432456"
28901,"28901.9150","Salmonella enterica strain CVM N54292","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
562,"562.45585","Escherichia coli strain EC_95","ciprofloxacin","Resistant","12",,"12","mg/L","Kirby-Bauer disk diffusion",,,"Hardy Diagnostics","CLSI",2018,,,,"Laboratory Method",,"32010104"
590,"590.14067","Salmonella enterica SRR3932996","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.14321","Klebsiella pneumoniae KPN691ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.5987","Neisseria gonorrhoeae ERR855253","ciprofloxacin",,"16",,"16","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.15725","Salmonella enterica SRR2407565","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
54388,"54388.303","Salmonella enterica subsp. enterica serovar Paratyphi A strain 201304008","ciprofloxacin",,"0.5",,"0.5","mg/L","biomérieux",,,,,,,,,"Laboratory Method",,"28348832"
573,"573.26297","Klebsiella pneumoniae strain 5012STDY7626417","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.15528","Klebsiella pneumoniae strain INF209","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.12904","Salmonella enterica SRR3664715","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.13885","Salmonella enterica SRR2566982","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.5257","Neisseria gonorrhoeae ERR1528286","ciprofloxacin",,"0.016",,"0.016","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
590,"590.14245","Salmonella enterica SRR1664264","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.5895","Neisseria gonorrhoeae ERR855144","ciprofloxacin",,"0.015",,"0.015","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
590,"590.17277","Salmonella enterica SRR1598882","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16170","Salmonella enterica SRR2917934","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.17948","Klebsiella pneumoniae strain TUM14693","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.14556","Salmonella enterica SRR3271887","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
195,"195.2159","Campylobacter coli strain FSIS1606308","ciprofloxacin","Resistant","32","==","32","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.14097","Klebsiella pneumoniae KPN374ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.3688","Neisseria gonorrhoeae ERR222894","ciprofloxacin",,"16",,"16","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
624,"624.2265","Shigella sonnei strain AUSMDU00006669","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
590,"590.14808","Salmonella enterica SRR1202982","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.4007","Neisseria gonorrhoeae ERR2632045","ciprofloxacin",,"0.002",,"0.002","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
666,"666.4962","Vibrio cholerae O1 Ogawa P48","ciprofloxacin","Susceptible",,,,,"broth microdilution",,"Sensititre","TREK Diagnostic Systems Ltd","clsi",2015,,,,"Laboratory Method",,"28103259"
485,"485.4698","Neisseria gonorrhoeae ERR855075","ciprofloxacin",,"0.008",,"0.008","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
590,"590.16909","Salmonella enterica SRR3295649","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
287,"287.12632","Pseudomonas aeruginosa strain F2128","ciprofloxacin","Intermediate",,,,,"agar dilution",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
1398967,"1398967.3","Acinetobacter baumannii UH2307","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"24449752"
573,"573.21650","Klebsiella pneumoniae strain EuSCAPE_IL040","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.13540","Salmonella enterica SRR3664813","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.6568","Neisseria gonorrhoeae SRR3360639","ciprofloxacin",,"16",,"16","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.32277","Klebsiella pneumoniae strain E46","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.12882","Klebsiella pneumoniae 113","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.13606","Salmonella enterica SRR1528495","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.4067","Klebsiella pneumoniae strain k657","ciprofloxacin",,"0.25",,"0.25","mg/L","agar dilution",,,,"EUCAST",2016,,,,"Laboratory Method",,"28223459"
28901,"28901.8260","Salmonella enterica strain 2014AM-0994","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13889","Klebsiella pneumoniae KPN2065ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.17814","Klebsiella pneumoniae strain 182604R","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
28901,"28901.10181","Salmonella enterica strain C162","ciprofloxacin","Resistant",,,,,,,,,,,,,,"Laboratory Method",,"31166889"
573,"573.13358","Klebsiella pneumoniae KPN1415ec","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
485,"485.5805","Neisseria gonorrhoeae ERR223644","ciprofloxacin",,"0.015",,"0.015","mg/L",,,,,"EUCAST",2017,,,,"Laboratory Method",,"30510172"
485,"485.5378","Neisseria gonorrhoeae ERR1555188","ciprofloxacin",,"0.06",,"0.06","mg/L","agar dilution or Etest",,,,,,,,,"Laboratory Method",,"31479500"
485,"485.4168","Neisseria gonorrhoeae ERR3201033","ciprofloxacin",,"4",,"4","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
573,"573.24366","Klebsiella pneumoniae strain MUGSI_165","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
28901,"28901.8858","Salmonella enterica strain CVM N41743","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
624,"624.2418","Shigella sonnei strain AUSMDU00009413","ciprofloxacin","Susceptible",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
590,"590.13281","Salmonella enterica SRR2407727","ciprofloxacin",,"=0.03","=","0.03","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
623,"623.1282","Shigella flexneri strain AUSMDU00007313","ciprofloxacin","Resistant",,,,,"agar dilution or broth microdilution",,,,"CLSI",2017,,,,"Laboratory Method",,"30615105"
573,"573.14118","Klebsiella pneumoniae KPN396ec","ciprofloxacin","Resistant",">2",">","2","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
590,"590.13287","Salmonella enterica SRR3932935","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
562,"562.42831","Escherichia coli strain MUGSI_162","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
28901,"28901.8770","Salmonella enterica strain CVM N39848","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
562,"562.22774","Escherichia coli O6:H1 strain ECO0368","ciprofloxacin","Susceptible",,,,,,,"Vitek2","bioMerieux",,,,,,"Laboratory Method",,"28720578"
562,"562.58628","Escherichia coli strain PH135","ciprofloxacin","Susceptible",,,,,"Kirby-Bauer disk diffusion",,,,"CLSI",2015,,,,"Laboratory Method",,"27965630"
197,"197.16196","Campylobacter jejuni strain FSIS1606535","ciprofloxacin","Susceptible","0.06","==","0.06","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
590,"590.16025","Salmonella enterica SRR1767814","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
562,"562.50297","Escherichia coli strain URMC_10","ciprofloxacin","Resistant",">=4",">=","4","mg/L","MIC",,,,"CLSI",,,,,,,
72407,"72407.585","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864814","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.12947","Klebsiella pneumoniae 3362","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.17318","Salmonella enterica SRR1609681","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.12457","Salmonella enterica SRR2981106","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
48296,"48296.142","Acinetobacter pittii strain St-12537-91","ciprofloxacin","Susceptible","==0.12","==","0.12","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,
485,"485.4287","Neisseria gonorrhoeae ERR3201155","ciprofloxacin",,"0.006",,"0.006","mg/L","MIC",,,"bioMeurieux",,,,,,"Laboratory Method",,"32829411"
590,"590.15725","Salmonella enterica SRR2407565","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.8513","Neisseria gonorrhoeae strain 4478STDY6638244","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.20153","Klebsiella pneumoniae strain NCTC9181","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
85569,"85569.295","Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain CYPRUS","ciprofloxacin","Susceptible",,,,,"breakpoint","0.5mg/l",,,,,,,,"Laboratory Method",,"24030491"
573,"573.20596","Klebsiella pneumoniae strain EuSCAPE_PT096","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
90371,"90371.3883","Salmonella enterica subsp. enterica serovar Typhimurium strain H122020454","ciprofloxacin","Susceptible",,,,,"agar dilution using Iso-sensitest agar or Muller Hinton agar",,,,"used breakpoint concentrations set in this publication",,,,,"Laboratory Method",,"25713745"
590,"590.17200","Salmonella enterica SRR3295674","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.26281","Klebsiella pneumoniae strain 5012STDY7626401","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
28901,"28901.810","Salmonella enterica strain CVM 43768","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
590,"590.16338","Salmonella enterica SRR1774017","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.25723","Klebsiella pneumoniae strain TUM14060","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
562,"562.57142","Escherichia coli strain 24742_1#95","ciprofloxacin","Susceptible",,,,,"broth dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"30550564"
28150,"28150.16","Salmonella enterica subsp. enterica serovar Senftenberg strain CVM N38864","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
573,"573.28049","Klebsiella pneumoniae strain 071H9","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.12927","Klebsiella pneumoniae 116","ciprofloxacin","Susceptible","<=0.5","<=","0.5","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
573,"573.20780","Klebsiella pneumoniae strain EuSCAPE_RO047","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.17661","Klebsiella pneumoniae strain COL-Kpn89","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
287,"287.12645","Pseudomonas aeruginosa strain M70564993","ciprofloxacin",,"2",,"2","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
28901,"28901.9200","Salmonella enterica strain CVM N55368","ciprofloxacin","Susceptible","0.015","<=","0.015","mg/L","MIC",,,"Trek","CLSI",,,,,"Laboratory Method",,
211968,"211968.4","Salmonella enterica subsp. enterica serovar Albany strain CVM N46827","ciprofloxacin","Susceptible","<=0.015","<=","0.015","mg/L","broth microdilution",,"Dehydrated Panels CMV2AGNF and CMV3AGNF","Thermo Fisher Scientific","CLSI",2015,,,,"Laboratory Method",,"27381390"
573,"573.14097","Klebsiella pneumoniae KPN374ec","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.27328","Klebsiella pneumoniae strain 39","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.33940","Klebsiella pneumoniae strain CFSAN059628","ciprofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.20663","Klebsiella pneumoniae strain EuSCAPE_PT026","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.27259","Klebsiella pneumoniae strain NOR5_16","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.6679","Neisseria gonorrhoeae SRR3360921","ciprofloxacin",,"0.015",,"0.015","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.18678","Klebsiella pneumoniae strain BC_4497","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.8741","Neisseria gonorrhoeae strain 4478STDY6638534","ciprofloxacin",,"0.03",,"0.03","mg/L","MIC",,,,"EUCAST",,,,,"Laboratory Method",,"32091356"
573,"573.14376","Klebsiella pneumoniae KPN758ec","ciprofloxacin","Susceptible","1",,"1","mg/L","MIC",,"BD phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
90370,"90370.2867","Salmonella enterica subsp. enterica serovar Typhi strain 343078_268145","ciprofloxacin","Resistant","0.25",,"0.25","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
573,"573.20495","Klebsiella pneumoniae strain EuSCAPE_ES133","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
573,"573.20404","Klebsiella pneumoniae strain ID_25 strain not applicable","ciprofloxacin","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.14189","Salmonella enterica SRR3665188","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
192955,"192955.359","Salmonella enterica subsp. enterica serovar Kentucky strain 08-9918","ciprofloxacin","Resistant",,,,,"disk diffusion",,,"Bio-Rad","EUCAST",2014,,,,"Laboratory Method",,"31107206"
573,"573.29737","Klebsiella pneumoniae strain ZKP49","ciprofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
485,"485.4171","Neisseria gonorrhoeae ERR3201040","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","Etest",,,,,,,,,"Laboratory Method",,"31479500"
571,"571.153","Klebsiella oxytoca strain 2880STDY5682512","ciprofloxacin",,"1",,"1","mg/L","agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28177070"
287,"287.12480","Pseudomonas aeruginosa strain CH5262","ciprofloxacin",,"1",,"1","mg/L","MIC",,,,"CLSI",2018,,,,"Laboratory Method",,"32048461"
573,"573.15687","Klebsiella pneumoniae strain K810","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
90370,"90370.3194","Salmonella enterica subsp. enterica serovar Typhi strain 343077_289185","ciprofloxacin","Susceptible","0.0625",,"0.0625","mg/L","broth_microdilution",,,,"EUCAST",2018,,,,"Laboratory Method",,"30425150"
195,"195.2047","Campylobacter coli strain FSIS1605706","ciprofloxacin","Resistant","8","==","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.16432","Klebsiella pneumoniae strain WCHKP96","ciprofloxacin","Resistant",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.16454","Salmonella enterica SRR2567160","ciprofloxacin",,"<=0.015","<=","0.015","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
571,"571.182","Klebsiella oxytoca strain 2880STDY5682554","ciprofloxacin",,"2",,"2","mg/L","agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28177070"
470,"470.10175","Acinetobacter baumannii SRR3218397","ciprofloxacin",,">2",">","2","mg/L","BD-Phoenix",,,,,,,,,"Laboratory Method",,"31479500"
573,"573.31612","Klebsiella pneumoniae strain KP-MO-17","ciprofloxacin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.909, F1 score:0.912, AUC:0.947","Computational Method",,
590,"590.16363","Salmonella enterica SRR3199876","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
197,"197.16225","Campylobacter jejuni strain FSIS1606596","ciprofloxacin","Susceptible","0.06","==","0.06","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
590,"590.17230","Salmonella enterica SRR3122772","ciprofloxacin",,"0.03",,"0.03","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
573,"573.24356","Klebsiella pneumoniae strain MUGSI_146","ciprofloxacin","Resistant","8",">","8","mg/L","MIC",,,,"CLSI",,,,,"Laboratory Method",,
590,"590.15636","Salmonella enterica SRR3185053","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
590,"590.16727","Salmonella enterica SRR1778020","ciprofloxacin",,"<=0.01","<=","0.01","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
485,"485.6108","Neisseria gonorrhoeae ERR855392","ciprofloxacin",,"<=0.008","<=","0.008","mg/L","agar dilution",,,,,,,,,"Laboratory Method",,"31479500"
